epoch,batch_size,imputation_strategy,learning_rate_scheduler,loss,network,max_dropout,normalization_strategy,optimizer,cosine_annealing_T_max,cosine_annealing_eta_min,activation,max_units,mlp_shape,num_layers,learning_rate,momentum,weight_decay,val_accuracy
42,71,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0259262318278913,standardize,sgd,50,1e-08,relu,293,funnel,3,0.0018243300267253,0.2132519316830104,0.0204728169174438,41.48936080932617
42,457,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5472322491757223,standardize,sgd,50,1e-08,relu,950,funnel,4,0.0123932860502612,0.1641142555206121,0.0976276827330764,41.48936080932617
42,352,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3319798053011772,standardize,sgd,50,1e-08,relu,623,funnel,True,0.000210363331374,0.3912503848472894,0.0529864380456602,37.23404312133789
42,329,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.968540662820932,standardize,sgd,50,1e-08,relu,712,funnel,3,0.0004990970282009,0.1026476593520116,0.0430525771410661,27.12765884399414
42,16,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5018745921487388,standardize,sgd,50,1e-08,relu,252,funnel,True,0.0002668905866905,0.165045888331603,0.0418566329692401,46.27659606933594
42,230,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0207519493594015,standardize,sgd,50,1e-08,relu,370,funnel,4,0.0031298320746735,0.1674231280918207,0.0198143058473148,30.85106468200684
42,29,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0194752414876245,standardize,sgd,50,1e-08,relu,230,funnel,4,0.0018222619787163,0.304304450022221,0.0012879536509149,38.29787063598633
42,27,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7400496965154048,standardize,sgd,50,1e-08,relu,132,funnel,3,0.0001105922992951,0.8217445949831458,0.09007247826316,21.27659606933593
42,94,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7731650520792968,standardize,sgd,50,1e-08,relu,715,funnel,True,0.0008495868397974,0.8983053483297235,0.051316540059666,53.72340393066406
42,302,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.1788959249209984,standardize,sgd,50,1e-08,relu,74,funnel,2,0.0006701974727491,0.3370442147730286,0.0305988323844342,16.489360809326172
42,34,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5231633414006761,standardize,sgd,50,1e-08,relu,294,funnel,True,0.0012083326373602,0.1667658943128137,0.0688757289205174,50.0
42,43,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5305867556052941,standardize,sgd,50,1e-08,relu,108,funnel,True,0.0229591803736528,0.45026558471877,0.0637557143954031,70.2127685546875
42,151,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5054533737348429,standardize,sgd,50,1e-08,relu,731,funnel,True,0.0360328991374895,0.5582928773445519,0.0666135057318574,67.55319213867189
42,22,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7612497166748563,standardize,sgd,50,1e-08,relu,126,funnel,True,0.0009870512204009,0.1209587494207069,0.0672009883572338,51.0638313293457
42,18,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2891096597898168,standardize,sgd,50,1e-08,relu,472,funnel,True,0.0004147327159675,0.1123444548851003,0.030234166677522,48.40425491333008
42,95,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.946962603814814,standardize,sgd,50,1e-08,relu,534,funnel,2,0.0004604008214029,0.4821996150914172,0.0167222489179746,47.34042739868164
42,446,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.699512049949576,standardize,sgd,50,1e-08,relu,1024,funnel,2,0.0012110694861947,0.5452701559306933,0.0996456079516588,46.80850982666016
42,325,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5822769286725598,standardize,sgd,50,1e-08,relu,138,funnel,True,0.0017111984720442,0.1308769681447354,0.0685000247499697,46.27659606933594
42,199,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5612396023276411,standardize,sgd,50,1e-08,relu,90,funnel,2,0.0220762151940637,0.3226729775960791,0.0182775089079983,53.72340393066406
42,318,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2849059652276268,standardize,sgd,50,1e-08,relu,78,funnel,4,0.002281167485681,0.3466808507800177,0.0726663119249224,37.23404312133789
42,148,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3807484896351165,standardize,sgd,50,1e-08,relu,401,funnel,True,0.0772366521776591,0.2213852737938978,0.0991751817194378,70.74468231201172
42,37,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4499754210507954,standardize,sgd,50,1e-08,relu,199,funnel,2,0.0408495300921573,0.1528383230314206,0.0019759459287501,77.1276626586914
42,18,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.780100460524675,standardize,sgd,50,1e-08,relu,82,funnel,4,0.0001100709069548,0.8552092434327613,0.0426631724297359,25.53191566467285
42,77,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3083496069649116,standardize,sgd,50,1e-08,relu,121,funnel,2,0.0282946571374179,0.1290804972348097,0.0626474585231357,67.55319213867189
42,198,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6016142123702133,standardize,sgd,50,1e-08,relu,897,funnel,True,0.0264287966638068,0.2299477876220027,0.0186638156608086,60.63829803466797
42,422,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4640981743044076,standardize,sgd,50,1e-08,relu,109,funnel,3,0.0072485748943351,0.4799958834372459,0.0103527211264496,31.914894104003903
42,105,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7978990212826053,standardize,sgd,50,1e-08,relu,622,funnel,True,0.0063974370381974,0.3335959845647133,0.0463962014969487,53.72340393066406
42,65,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.05536604011186,standardize,sgd,50,1e-08,relu,569,funnel,2,0.0022441493742763,0.2007177533629145,0.0526446884344715,56.91489410400391
42,37,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0460958206726117,standardize,sgd,50,1e-08,relu,417,funnel,True,0.0002234966971596,0.3992362179093922,0.0191011569713461,46.27659606933594
42,57,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9507143064099162,standardize,sgd,50,1e-08,relu,486,funnel,3,0.0002938027938703,0.1429926236099579,0.0058177803806982,31.38297843933105
42,23,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6090665392794814,standardize,sgd,50,1e-08,relu,92,funnel,2,0.0009581139587294,0.7167827134937558,0.0666123604076716,56.91489410400391
42,288,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.1047961043698697,standardize,sgd,50,1e-08,relu,504,funnel,2,0.0011965545799559,0.4041840521871749,0.0393840173133142,52.65957260131836
42,493,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5495447268447254,standardize,sgd,50,1e-08,relu,139,funnel,True,0.0021548075468284,0.2956271080678261,0.0048617148706355,42.55319213867188
42,241,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6348337060527302,standardize,sgd,50,1e-08,relu,127,funnel,4,0.0008694223632297,0.8573269951183493,0.0042961161807428,27.12765884399414
42,16,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8915732671802584,standardize,sgd,50,1e-08,relu,140,funnel,2,0.0237740286625407,0.2104041717502054,0.0864723915651589,69.68085479736328
42,87,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2280831044493362,standardize,sgd,50,1e-08,relu,129,funnel,2,0.0013550187134784,0.9822552926224636,0.0408256380613163,71.27659606933594
42,165,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.044712182202946,standardize,sgd,50,1e-08,relu,165,funnel,4,0.0007122607230141,0.881442794412852,0.0157754401756886,30.319149017333984
42,276,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0261179815698673,standardize,sgd,50,1e-08,relu,114,funnel,4,0.0001971757021368,0.4144045903038104,0.0053984830576483,26.59574508666992
42,300,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5611655402650342,standardize,sgd,50,1e-08,relu,225,funnel,2,0.0057220829915425,0.3415161932390184,0.0827473531151668,50.0
42,67,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3632394969650856,standardize,sgd,50,1e-08,relu,106,funnel,3,0.0001061246707899,0.9219491934722744,0.0801401117890859,25.0
42,21,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9716559199897876,standardize,sgd,50,1e-08,relu,244,funnel,2,0.0039207711098367,0.1924411264818224,0.0862644114013934,67.55319213867189
42,485,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3334122660146533,standardize,sgd,50,1e-08,relu,413,funnel,True,0.0011570160778242,0.6453803958305522,0.0247924768555909,42.55319213867188
42,21,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.230477099551728,standardize,sgd,50,1e-08,relu,199,funnel,2,0.0049873250259524,0.3488868549431571,0.0807118732886093,69.68085479736328
42,56,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4512059158933379,standardize,sgd,50,1e-08,relu,252,funnel,True,0.0051914030386789,0.1942539281296076,0.0308873578342545,55.31914901733398
42,393,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.1578705805347919,standardize,sgd,50,1e-08,relu,708,funnel,True,0.0052567951296286,0.1908574665320732,0.0256354929754224,46.80850982666016
42,44,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.186945816341878,standardize,sgd,50,1e-08,relu,156,funnel,4,0.0050224127736077,0.2491814208437638,0.0379476974033044,37.23404312133789
42,277,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.1813497324971997,standardize,sgd,50,1e-08,relu,728,funnel,3,0.0784836693924549,0.1008161413524754,0.0923651982203721,69.14893341064453
42,17,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4891075079655846,standardize,sgd,50,1e-08,relu,668,funnel,3,0.0078387374991636,0.194837849141421,0.0542846008901316,71.80850982666016
42,108,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3962478937053667,standardize,sgd,50,1e-08,relu,73,funnel,3,0.0002878165383075,0.3146499839584153,0.0256161171038175,26.59574508666992
42,58,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.567098167179614,standardize,sgd,50,1e-08,relu,333,funnel,3,0.0023499546226895,0.2043105071926959,0.031340602746145,42.021278381347656
42,33,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0314027195025805,standardize,sgd,50,1e-08,relu,141,funnel,True,0.0008130722569367,0.1452910881805728,0.0699343821852443,48.40425491333008
42,27,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.1336995607000659,standardize,sgd,50,1e-08,relu,174,funnel,4,0.0003831335397,0.1778745846759873,0.0758440549896453,23.93617057800293
42,105,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.858856610591359,standardize,sgd,50,1e-08,relu,428,funnel,2,0.0001513539601503,0.2424330100359084,0.0213228543698487,27.12765884399414
42,38,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0433610511619002,standardize,sgd,50,1e-08,relu,320,funnel,True,0.0067972046758128,0.1972850982866916,0.0807271468191848,60.10638427734375
42,44,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8090677156733267,standardize,sgd,50,1e-08,relu,168,funnel,4,0.0048311100135772,0.1788471763133874,0.010506658597674,25.53191566467285
42,30,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.38659930304207,standardize,sgd,50,1e-08,relu,642,funnel,True,0.0561919233782507,0.6093542967601705,0.0722632023951399,73.40425872802734
42,23,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6843426332786874,standardize,sgd,50,1e-08,relu,281,funnel,2,0.0017291948410799,0.3848412673495153,0.0716102180913167,59.04255294799805
42,147,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5386209309689469,standardize,sgd,50,1e-08,relu,264,funnel,4,0.003012776747617,0.16350307050544,0.0244055621285652,27.12765884399414
42,31,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7845476041105609,standardize,sgd,50,1e-08,relu,695,funnel,2,0.0005579322021036,0.6409536666614736,0.0713463445778337,62.76595687866211
