epoch,batch_size,imputation_strategy,learning_rate_scheduler,loss,network,max_dropout,normalization_strategy,optimizer,cosine_annealing_T_max,cosine_annealing_eta_min,activation,max_units,mlp_shape,num_layers,learning_rate,momentum,weight_decay,val_accuracy
42,71,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0259262318278913,standardize,sgd,50,1e-08,relu,293,funnel,3,0.0018243300267253,0.2132519316830104,0.0204728169174438,83.5831527709961
42,457,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5472322491757223,standardize,sgd,50,1e-08,relu,950,funnel,4,0.0123932860502612,0.1641142555206121,0.0976276827330764,66.73989105224611
42,352,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3319798053011772,standardize,sgd,50,1e-08,relu,623,funnel,True,0.000210363331374,0.3912503848472894,0.0529864380456602,75.94650268554688
42,329,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.968540662820932,standardize,sgd,50,1e-08,relu,712,funnel,3,0.0004990970282009,0.1026476593520116,0.0430525771410661,59.72348022460938
42,16,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5018745921487388,standardize,sgd,50,1e-08,relu,252,funnel,True,0.0002668905866905,0.165045888331603,0.0418566329692401,83.43455505371094
42,230,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0207519493594015,standardize,sgd,50,1e-08,relu,370,funnel,4,0.0031298320746735,0.1674231280918207,0.0198143058473148,78.04625701904297
42,29,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0194752414876245,standardize,sgd,50,1e-08,relu,230,funnel,4,0.0018222619787163,0.304304450022221,0.0012879536509149,87.83434295654297
42,27,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7400496965154048,standardize,sgd,50,1e-08,relu,132,funnel,3,0.0001105922992951,0.8217445949831458,0.09007247826316,75.50717163085938
42,94,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7731650520792968,standardize,sgd,50,1e-08,relu,715,funnel,True,0.0008495868397974,0.8983053483297235,0.051316540059666,83.69944763183594
42,302,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.1788959249209984,standardize,sgd,50,1e-08,relu,74,funnel,2,0.0006701974727491,0.3370442147730286,0.0305988323844342,77.28388977050781
42,34,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5231633414006761,standardize,sgd,50,1e-08,relu,294,funnel,True,0.0012083326373602,0.1667658943128137,0.0688757289205174,83.3182601928711
42,43,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5305867556052941,standardize,sgd,50,1e-08,relu,108,funnel,True,0.0229591803736528,0.45026558471877,0.0637557143954031,83.3311767578125
42,151,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5054533737348429,standardize,sgd,50,1e-08,relu,731,funnel,True,0.0360328991374895,0.5582928773445519,0.0666135057318574,83.26657104492188
42,22,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7612497166748563,standardize,sgd,50,1e-08,relu,126,funnel,True,0.0009870512204009,0.1209587494207069,0.0672009883572338,83.36348724365234
42,18,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2891096597898168,standardize,sgd,50,1e-08,relu,472,funnel,True,0.0004147327159675,0.1123444548851003,0.030234166677522,83.71882629394531
42,95,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.946962603814814,standardize,sgd,50,1e-08,relu,534,funnel,2,0.0004604008214029,0.4821996150914172,0.0167222489179746,78.63419342041016
42,446,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.699512049949576,standardize,sgd,50,1e-08,relu,1024,funnel,2,0.0012110694861947,0.5452701559306933,0.0996456079516588,77.82012939453125
42,325,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5822769286725598,standardize,sgd,50,1e-08,relu,138,funnel,True,0.0017111984720442,0.1308769681447354,0.0685000247499697,81.5673828125
42,199,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5612396023276411,standardize,sgd,50,1e-08,relu,90,funnel,2,0.0220762151940637,0.3226729775960791,0.0182775089079983,85.79920196533203
42,318,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2849059652276268,standardize,sgd,50,1e-08,relu,78,funnel,4,0.002281167485681,0.3466808507800177,0.0726663119249224,67.36012268066406
42,148,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3807484896351165,standardize,sgd,50,1e-08,relu,401,funnel,True,0.0772366521776591,0.2213852737938978,0.0991751817194378,82.80785369873047
