epoch,batch_size,imputation_strategy,learning_rate_scheduler,loss,network,max_dropout,normalization_strategy,optimizer,cosine_annealing_T_max,cosine_annealing_eta_min,activation,max_units,mlp_shape,num_layers,learning_rate,momentum,weight_decay,val_accuracy
42,71,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0259262318278913,standardize,sgd,50,1e-08,relu,293,funnel,3,0.0018243300267253,0.2132519316830104,0.0204728169174438,79.83333587646484
42,457,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5472322491757223,standardize,sgd,50,1e-08,relu,950,funnel,4,0.0123932860502612,0.1641142555206121,0.0976276827330764,78.10185241699219
42,352,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3319798053011772,standardize,sgd,50,1e-08,relu,623,funnel,True,0.000210363331374,0.3912503848472894,0.0529864380456602,70.98148345947266
42,329,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.968540662820932,standardize,sgd,50,1e-08,relu,712,funnel,3,0.0004990970282009,0.1026476593520116,0.0430525771410661,73.0
42,16,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5018745921487388,standardize,sgd,50,1e-08,relu,252,funnel,True,0.0002668905866905,0.165045888331603,0.0418566329692401,78.87036895751953
42,230,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0207519493594015,standardize,sgd,50,1e-08,relu,370,funnel,4,0.0031298320746735,0.1674231280918207,0.0198143058473148,79.09259033203125
42,29,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0194752414876245,standardize,sgd,50,1e-08,relu,230,funnel,4,0.0018222619787163,0.304304450022221,0.0012879536509149,80.77777862548828
42,27,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7400496965154048,standardize,sgd,50,1e-08,relu,132,funnel,3,0.0001105922992951,0.8217445949831458,0.09007247826316,77.75926208496094
42,94,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7731650520792968,standardize,sgd,50,1e-08,relu,715,funnel,True,0.0008495868397974,0.8983053483297235,0.051316540059666,78.30555725097656
42,302,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.1788959249209984,standardize,sgd,50,1e-08,relu,74,funnel,2,0.0006701974727491,0.3370442147730286,0.0305988323844342,73.14814758300781
42,34,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5231633414006761,standardize,sgd,50,1e-08,relu,294,funnel,True,0.0012083326373602,0.1667658943128137,0.0688757289205174,78.18518829345703
42,43,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5305867556052941,standardize,sgd,50,1e-08,relu,108,funnel,True,0.0229591803736528,0.45026558471877,0.0637557143954031,78.22222137451172
42,151,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5054533737348429,standardize,sgd,50,1e-08,relu,731,funnel,True,0.0360328991374895,0.5582928773445519,0.0666135057318574,77.86111450195312
42,22,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7612497166748563,standardize,sgd,50,1e-08,relu,126,funnel,True,0.0009870512204009,0.1209587494207069,0.0672009883572338,78.51851654052734
42,18,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2891096597898168,standardize,sgd,50,1e-08,relu,472,funnel,True,0.0004147327159675,0.1123444548851003,0.030234166677522,79.21295928955078
42,95,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.946962603814814,standardize,sgd,50,1e-08,relu,534,funnel,2,0.0004604008214029,0.4821996150914172,0.0167222489179746,77.99073791503906
42,446,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.699512049949576,standardize,sgd,50,1e-08,relu,1024,funnel,2,0.0012110694861947,0.5452701559306933,0.0996456079516588,78.99073791503906
42,325,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5822769286725598,standardize,sgd,50,1e-08,relu,138,funnel,True,0.0017111984720442,0.1308769681447354,0.0685000247499697,76.25926208496094
42,199,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5612396023276411,standardize,sgd,50,1e-08,relu,90,funnel,2,0.0220762151940637,0.3226729775960791,0.0182775089079983,79.47222137451172
42,318,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2849059652276268,standardize,sgd,50,1e-08,relu,78,funnel,4,0.002281167485681,0.3466808507800177,0.0726663119249224,59.97222137451172
42,148,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3807484896351165,standardize,sgd,50,1e-08,relu,401,funnel,True,0.0772366521776591,0.2213852737938978,0.0991751817194378,77.30555725097656
42,37,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4499754210507954,standardize,sgd,50,1e-08,relu,199,funnel,2,0.0408495300921573,0.1528383230314206,0.0019759459287501,80.61111450195312
42,18,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.780100460524675,standardize,sgd,50,1e-08,relu,82,funnel,4,0.0001100709069548,0.8552092434327613,0.0426631724297359,77.35185241699219
42,77,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3083496069649116,standardize,sgd,50,1e-08,relu,121,funnel,2,0.0282946571374179,0.1290804972348097,0.0626474585231357,78.06481170654297
42,198,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6016142123702133,standardize,sgd,50,1e-08,relu,897,funnel,True,0.0264287966638068,0.2299477876220027,0.0186638156608086,79.25
42,422,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4640981743044076,standardize,sgd,50,1e-08,relu,109,funnel,3,0.0072485748943351,0.4799958834372459,0.0103527211264496,78.63888549804688
42,105,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7978990212826053,standardize,sgd,50,1e-08,relu,622,funnel,True,0.0063974370381974,0.3335959845647133,0.0463962014969487,78.41666412353516
42,65,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.05536604011186,standardize,sgd,50,1e-08,relu,569,funnel,2,0.0022441493742763,0.2007177533629145,0.0526446884344715,78.84259033203125
42,37,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0460958206726117,standardize,sgd,50,1e-08,relu,417,funnel,True,0.0002234966971596,0.3992362179093922,0.0191011569713461,77.58333587646484
42,57,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9507143064099162,standardize,sgd,50,1e-08,relu,486,funnel,3,0.0002938027938703,0.1429926236099579,0.0058177803806982,76.23148345947266
42,23,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6090665392794814,standardize,sgd,50,1e-08,relu,92,funnel,2,0.0009581139587294,0.7167827134937558,0.0666123604076716,78.50926208496094
42,288,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.1047961043698697,standardize,sgd,50,1e-08,relu,504,funnel,2,0.0011965545799559,0.4041840521871749,0.0393840173133142,79.06481170654297
42,493,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5495447268447254,standardize,sgd,50,1e-08,relu,139,funnel,True,0.0021548075468284,0.2956271080678261,0.0048617148706355,76.52777862548828
